<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:(101) +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-18 23:56:53 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="1" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:(101) +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-18 23:58:11 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="3" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-19 00:07:51 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="3" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-19 00:10:21 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="3" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-19 14:07:03 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="4" sort="assetaddeddateDown" query=" and Readable:true  group_visualdata group_administrators user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2013-11-19 21:28:58 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="collectioncategory:SomeList and Readable:true  group_administrators group_visualdata user_admin" detailed="collectioncategory:(*SomeList*) +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-20 11:02:56 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="6" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-20 11:03:44 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="7" sort="assetaddeddateDown" query=" and Readable:true  group_administrators group_visualdata user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2013-11-20 11:53:30 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="5" sort="assetaddeddateDown" query=" and Readable:true  group_visualdata group_administrators user_admin" detailed="libraries:&quot;105&quot; +viewasset:(true OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2013-11-20 20:17:22 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="8" sort="assetaddeddateDown" query=" and Readable:true  group_visualdata group_administrators user_admin" detailed="libraries:&quot;101&quot; +viewasset:(true OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2013-11-20 21:21:39 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="1" sort="assetaddeddateDown" query="All Fields:dog and Readable:true  library_105 group_visualdata group_administrators user_admin" detailed="description:(*dog*) +viewasset:(true OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2013-12-04 15:23:29 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="19" sort="assetaddeddateDown" query="Import Status:complete and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin and Push Status not complete or Push Status not nogenerated or Push Status not error or Push Status not deleted" detailed="importstatus:(complete) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin) -pushstatus:complete -pushstatus:nogenerated -pushstatus:error -pushstatus:deleted" catalogid="media/catalogs/public" date="2013-12-05 09:34:24 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="emails:cburkey@openedit.org and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="emails:(*cburkey@openedit.org*) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2013-12-20 04:14:24 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="emails:cburkey@openedit.org" detailed="emails:(*cburkey@openedit.org*)" catalogid="media/catalogs/public" date="2013-12-23 12:37:07 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="All Fields:pdf" detailed="description:(*pdf*)" catalogid="media/catalogs/public" date="2013-12-23 13:20:35 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="1" sort="assetaddeddateDown" query="All Fields:t_2 and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="description:(*t_2*) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2014-01-23 12:17:53 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="All Fields:nice and Readable:true  library_108 library_105 group_administrators group_visualdata user_admin" detailed="description:(*nice*) +viewasset:(true OR library_108 OR library_105 OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2014-02-18 15:22:55 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="All Fields:niceday8 and Readable:true  library_108 library_105 group_administrators group_visualdata user_admin" detailed="description:(*niceday8*) +viewasset:(true OR library_108 OR library_105 OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2014-02-18 15:23:01 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="0" sort="assetaddeddateDown" query="All Fields:niceday and Readable:true  library_108 library_105 group_administrators group_visualdata user_admin" detailed="description:(*niceday*) +viewasset:(true OR library_108 OR library_105 OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2014-02-18 15:23:03 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="1" sort="assetaddeddateDown" query="All Fields:102 and Readable:true  library_108 library_105 group_administrators group_visualdata user_admin" detailed="description:(*102*) +viewasset:(true OR library_108 OR library_105 OR group_administrators OR group_visualdata OR user_admin)" catalogid="media/catalogs/public" date="2014-02-18 15:23:06 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="14" sort="assetaddeddateDown" query=" and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="assettype:(photo) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2014-02-19 16:39:21 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="14" sort="assetaddeddateDown" query=" and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="assettype:(photo) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2014-02-19 16:39:51 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="14" sort="assetaddeddateDown" query=" and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="assettype:(photo) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2014-02-21 17:19:20 -0500" indexed="false"/>
<event operation="asset/search" user="admin" hits="14" sort="assetaddeddateDown" query=" and Readable:true  library_108 library_105 group_visualdata group_administrators user_admin" detailed="assettype:(photo) +viewasset:(true OR library_108 OR library_105 OR group_visualdata OR group_administrators OR user_admin)" catalogid="media/catalogs/public" date="2014-02-21 17:27:02 -0500" indexed="false"/>
